sampling_week,normalized_concentration_rolling_average,population,region,state,name,fipscode
2021-03-03,292.3757403148379,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-03-03,309.93442794110985,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-03-03,322.8521797443224,"20,000-50,000",Northeast,NY,Nassau,36059
2021-03-03,205.43066621394368,"100,000-200,000",Northeast,PA,Erie,42049
2021-03-03,174.18958813639813,"50,000-100,000",Northeast,PA,Franklin,42055
2021-03-03,203.2852223503122,"20,000-50,000",Northeast,PA,Indiana,42063
2021-03-10,168.24190342062047,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-03-10,123.36148028576918,"20,000-50,000",Northeast,MA,Essex,25009
2021-03-10,90.32522243470105,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-03-10,429.1574315708713,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-03-10,331.24198843781704,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-03-10,226.0029260164409,"200,000-500,000",Northeast,NJ,Union,34039
2021-03-10,372.14759265066186,"20,000-50,000",Northeast,NY,Nassau,36059
2021-03-10,218.7984846165438,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-03-10,125.13484837943706,"100,000-200,000",Northeast,PA,Erie,42049
2021-03-10,175.28437236547634,"20,000-50,000",Northeast,PA,Indiana,42063
2021-03-17,110.31445943802464,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-03-17,170.36924376600516,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-03-17,182.52705917814487,"20,000-50,000",Northeast,MA,Essex,25009
2021-03-17,77.07370260066425,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-03-17,499.07228230532974,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-03-17,329.2390570961073,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-03-17,473.8679456161955,"20,000-50,000",Northeast,NY,Nassau,36059
2021-03-17,122.89100753959588,"100,000-200,000",Northeast,PA,Erie,42049
2021-03-17,235.7218930206756,"50,000-100,000",Northeast,PA,Franklin,42055
2021-03-17,164.39159980956396,"20,000-50,000",Northeast,PA,Indiana,42063
2021-03-24,245.8303468754796,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-03-24,195.1371531871458,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-03-24,209.9572797706303,"20,000-50,000",Northeast,MA,Essex,25009
2021-03-24,216.44807330466924,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-03-24,73.74972663017836,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-03-24,629.9864701762643,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-03-24,337.9000080593608,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-03-24,196.3487922383888,"200,000-500,000",Northeast,NJ,Union,34039
2021-03-24,406.2569622820071,"20,000-50,000",Northeast,NY,Nassau,36059
2021-03-24,270.27949037808344,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-03-24,200.3500762912236,"100,000-200,000",Northeast,PA,Erie,42049
2021-03-24,186.2292975328165,"20,000-50,000",Northeast,PA,Indiana,42063
2021-03-31,397.89936786481536,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-03-31,196.73626133911867,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-03-31,161.27033020459257,"20,000-50,000",Northeast,MA,Essex,25009
2021-03-31,74.70983722184933,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-03-31,696.0313963038843,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-03-31,332.09159212748136,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-03-31,267.88078148273377,"20,000-50,000",Northeast,NY,Nassau,36059
2021-03-31,207.79438505675523,"100,000-200,000",Northeast,PA,Erie,42049
2021-03-31,170.78876401180932,"50,000-100,000",Northeast,PA,Franklin,42055
2021-03-31,250.92081267036255,"20,000-50,000",Northeast,PA,Indiana,42063
2021-04-07,512.9524636844402,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-04-07,181.7964973209293,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-04-07,99.10757633912816,"20,000-50,000",Northeast,MA,Essex,25009
2021-04-07,83.8739312429264,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-04-07,626.8843368383785,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-04-07,312.50632795929323,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-04-07,221.32373387467197,"200,000-500,000",Northeast,NJ,Union,34039
2021-04-07,81.74408437838827,"20,000-50,000",Northeast,NY,Nassau,36059
2021-04-07,317.20953669716727,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-04-07,215.71318935584907,"100,000-200,000",Northeast,PA,Erie,42049
2021-04-07,303.1630206995925,"20,000-50,000",Northeast,PA,Indiana,42063
2021-04-14,514.090447864966,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-04-14,164.59228709798708,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-04-14,71.50837334042616,"20,000-50,000",Northeast,MA,Essex,25009
2021-04-14,166.8382544112702,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-04-14,70.66037564292122,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-04-14,271.28000496218925,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-04-14,322.0662840561934,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-04-14,147.2347313517778,"100,000-200,000",Northeast,PA,Erie,42049
2021-04-14,289.6323606483529,"20,000-50,000",Northeast,PA,Indiana,42063
2021-04-21,405.0084930418986,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-04-21,67.77865762046636,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-04-21,39.51292005549406,"20,000-50,000",Northeast,MA,Essex,25009
2021-04-21,60.537720825673375,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-04-21,504.43857362442606,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-04-21,209.23965229444744,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-04-21,141.6784883454869,"200,000-500,000",Northeast,NJ,Union,34039
2021-04-21,60.918462087005445,"20,000-50,000",Northeast,NY,Nassau,36059
2021-04-21,249.0558291026753,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-04-21,165.32004644341228,"100,000-200,000",Northeast,PA,Erie,42049
2021-04-21,366.1456595318335,"50,000-100,000",Northeast,PA,Franklin,42055
2021-04-21,224.36610132060852,"20,000-50,000",Northeast,PA,Indiana,42063
2021-04-28,300.02916405713484,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-04-28,48.9274301458501,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-04-28,29.10812908174067,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-04-28,261.6495351947916,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-04-28,146.57042360415014,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-04-28,231.7426337439064,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-04-28,145.68850114461895,"100,000-200,000",Northeast,PA,Erie,42049
2021-04-28,170.69360141033962,"20,000-50,000",Northeast,PA,Indiana,42063
2021-05-05,72.80913825568551,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-05-05,33.389947490629126,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-05-05,126.67208277548524,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-05-05,19.159625649509103,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-05-05,139.76082579559963,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-05-05,102.05948733598494,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-05-05,73.94364322541041,"200,000-500,000",Northeast,NJ,Union,34039
2021-05-05,30.94859743560973,"20,000-50,000",Northeast,NY,Nassau,36059
2021-05-05,214.9149945546353,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-05-05,169.69481888275854,"100,000-200,000",Northeast,PA,Erie,42049
2021-05-05,191.63043952659015,"20,000-50,000",Northeast,PA,Indiana,42063
2021-05-12,38.36803800317873,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-05-12,38.75351880867829,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-05-12,24.119659508856163,"20,000-50,000",Northeast,MA,Essex,25009
2021-05-12,9.09483825262086,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-05-12,69.15782082101904,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-05-12,69.62595677327873,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-05-12,171.47901490625824,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-05-12,164.62782942862108,"100,000-200,000",Northeast,PA,Erie,42049
2021-05-12,210.73432559034984,"20,000-50,000",Northeast,PA,Indiana,42063
2021-05-19,20.121286902247743,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-05-19,22.264047959999804,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-05-19,6.752488697922584,"20,000-50,000",Northeast,MA,Essex,25009
2021-05-19,7.686238012567792,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-05-19,29.60882207686376,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-05-19,50.628971560003606,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-05-19,33.64728285648651,"200,000-500,000",Northeast,NJ,Union,34039
2021-05-19,21.35364823106945,"20,000-50,000",Northeast,NY,Nassau,36059
2021-05-19,110.43056506703732,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-05-19,144.19231802902434,"100,000-200,000",Northeast,PA,Erie,42049
2021-05-19,168.41202681285068,"20,000-50,000",Northeast,PA,Indiana,42063
2021-05-26,18.41793116043396,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-05-26,25.235580460866107,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-05-26,3.9996657673548808,"20,000-50,000",Northeast,MA,Essex,25009
2021-05-26,76.00608424415908,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-05-26,4.834260045112111,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-05-26,21.132567598589706,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-05-26,38.50818233090497,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-05-26,78.7294954407127,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-05-26,86.46807320624139,"100,000-200,000",Northeast,PA,Erie,42049
2021-05-26,71.66098589583349,"20,000-50,000",Northeast,PA,Indiana,42063
2021-06-02,18.563587323492317,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-06-02,9.139245318059832,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-06-02,7.579122514774403e-14,"20,000-50,000",Northeast,MA,Essex,25009
2021-06-02,3.448110959963483,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-06-02,0.971260495353224,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-06-02,28.616126820621904,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-06-02,3.3872674759464565,"20,000-50,000",Northeast,NY,Nassau,36059
2021-06-02,48.8390987488826,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-06-02,97.86609541234309,"100,000-200,000",Northeast,PA,Erie,42049
2021-06-02,26.59867736871691,"20,000-50,000",Northeast,PA,Indiana,42063
2021-06-09,13.648631660126789,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-06-09,,"200,000-500,000",Northeast,DE,New Castle,10003
2021-06-09,7.579122514774403e-14,"20,000-50,000",Northeast,MA,Essex,25009
2021-06-09,10.3966554170133,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-06-09,3.0830920945388485,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-06-09,22.88527396895475,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-06-09,37.77276628567252,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-06-09,77.36682326651417,"100,000-200,000",Northeast,PA,Erie,42049
2021-06-09,12.324512170829005,"20,000-50,000",Northeast,PA,Indiana,42063
2021-06-16,18.44370767327909,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-06-16,337.0030476038626,"200,000-500,000",Northeast,DE,New Castle,10003
2021-06-16,7.579122514774403e-14,"20,000-50,000",Northeast,MA,Essex,25009
2021-06-16,3.4922826108510354,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-06-16,10.154779658564651,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-06-16,4.609079238928117,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-06-16,19.21717856920261,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-06-16,8.742212335782183,"20,000-50,000",Northeast,NY,Nassau,36059
2021-06-16,23.44186020346257,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-06-16,88.08437594454875,"100,000-200,000",Northeast,PA,Erie,42049
2021-06-16,10.173703336722667,"20,000-50,000",Northeast,PA,Indiana,42063
2021-06-23,40.77207790573743,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-06-23,27.053133321827044,"200,000-500,000",Northeast,DE,New Castle,10003
2021-06-23,7.579122514774403e-14,"20,000-50,000",Northeast,MA,Essex,25009
2021-06-23,1.3305700744048854,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-06-23,11.216349799063387,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-06-23,14.9999165074201,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-06-23,23.89890043614419,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-06-23,23.716802073116337,"200,000-500,000",Northeast,NJ,Union,34039
2021-06-23,27.21349418463996,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-06-23,54.13218946621391,"100,000-200,000",Northeast,PA,Erie,42049
2021-06-23,5.84694188424075,"20,000-50,000",Northeast,PA,Indiana,42063
2021-06-30,47.853706216615926,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-06-30,18.861773785077546,"200,000-500,000",Northeast,DE,New Castle,10003
2021-06-30,7.579122514774403e-14,"20,000-50,000",Northeast,MA,Essex,25009
2021-06-30,1.3305700744048854,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-06-30,4.118314034138819,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-06-30,14.99641532322552,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-06-30,34.160179896394574,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-06-30,33.64657629992897,"200,000-500,000",Northeast,NJ,Union,34039
2021-06-30,17.14010578757186,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-06-30,46.95753737790426,"100,000-200,000",Northeast,PA,Erie,42049
2021-06-30,15.128416584196406,"20,000-50,000",Northeast,PA,Indiana,42063
2021-07-07,38.10162062015672,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-07-07,24.329782991767235,"200,000-500,000",Northeast,DE,New Castle,10003
2021-07-07,7.579122514774403e-14,"20,000-50,000",Northeast,MA,Essex,25009
2021-07-07,1.3305700744048854,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-07-07,12.079102574286898,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-07-07,21.377994095060817,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-07-07,51.8786196988353,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-07-07,54.01481898270288,"200,000-500,000",Northeast,NJ,Union,34039
2021-07-07,19.66906521554824,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-07-07,29.25680598767367,"100,000-200,000",Northeast,PA,Erie,42049
2021-07-07,19.194334810609263,"20,000-50,000",Northeast,PA,Indiana,42063
2021-07-14,103.26341890871612,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-07-14,25.094239162997766,"200,000-500,000",Northeast,DE,New Castle,10003
2021-07-14,,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-07-14,22.024023876356868,"20,000-50,000",Northeast,MA,Essex,25009
2021-07-14,11.24648026793822,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-07-14,15.5573892609193,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-07-14,88.69931184374563,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-07-14,89.78733303956363,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-07-14,16.985447004835134,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-07-14,16.926637139197513,"100,000-200,000",Northeast,PA,Erie,42049
2021-07-14,37.15854753053095,"20,000-50,000",Northeast,PA,Indiana,42063
2021-07-21,145.53841524545217,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-07-21,60.49832780127431,"200,000-500,000",Northeast,DE,New Castle,10003
2021-07-21,26.559891527531448,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-07-21,25.548668169110787,"20,000-50,000",Northeast,MA,Essex,25009
2021-07-21,43.8358235823408,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-07-21,22.33860739074572,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-07-21,238.36320082962288,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-07-21,158.43862104502628,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-07-21,100.26237531805494,"200,000-500,000",Northeast,NJ,Union,34039
2021-07-21,26.557125064027712,"20,000-50,000",Northeast,NY,Nassau,36059
2021-07-21,42.60584363705152,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-07-21,54.66235751250638,"100,000-200,000",Northeast,PA,Erie,42049
2021-07-21,86.36751045960257,"20,000-50,000",Northeast,PA,Indiana,42063
2021-07-28,219.19235066750323,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-07-28,88.00990078006957,"200,000-500,000",Northeast,DE,New Castle,10003
2021-07-28,50.38933494077698,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-07-28,44.38812951201054,"20,000-50,000",Northeast,MA,Essex,25009
2021-07-28,66.09753672785483,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-07-28,34.06401224071615,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-07-28,475.4084250318649,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-07-28,244.2636726110389,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-07-28,140.3659924264271,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-07-28,85.95801805272231,"100,000-200,000",Northeast,PA,Erie,42049
2021-07-28,170.79336299988103,"20,000-50,000",Northeast,PA,Indiana,42063
2021-08-04,195.01721437824597,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-08-04,109.29694156993024,"200,000-500,000",Northeast,DE,New Castle,10003
2021-08-04,68.37727693537681,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-08-04,79.42022419293376,"20,000-50,000",Northeast,MA,Essex,25009
2021-08-04,149.13985252352234,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-08-04,72.87735161175709,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-08-04,625.7742030102112,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-08-04,319.99704686586506,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-08-04,138.20996134421856,"200,000-500,000",Northeast,NJ,Union,34039
2021-08-04,331.1798761964713,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-08-04,146.6762183917173,"100,000-200,000",Northeast,PA,Erie,42049
2021-08-04,209.9315621125569,"20,000-50,000",Northeast,PA,Indiana,42063
2021-08-11,208.3290876486666,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-08-11,151.05381896263404,"200,000-500,000",Northeast,DE,New Castle,10003
2021-08-11,112.73570610360672,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-08-11,90.39670187116484,"20,000-50,000",Northeast,MA,Essex,25009
2021-08-11,244.06489728280303,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-08-11,110.26501546283662,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-08-11,568.6463744154099,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-08-11,332.7645535547231,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-08-11,61.36764375269782,"20,000-50,000",Northeast,NY,Nassau,36059
2021-08-11,491.4250267014996,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-08-11,175.56812214947,"100,000-200,000",Northeast,PA,Erie,42049
2021-08-11,167.3606126029863,"20,000-50,000",Northeast,PA,Indiana,42063
2021-08-18,198.5122115480618,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-08-18,159.18406646844528,"200,000-500,000",Northeast,DE,New Castle,10003
2021-08-18,162.8379986147066,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-08-18,87.80128951172141,"20,000-50,000",Northeast,MA,Essex,25009
2021-08-18,323.71083988945406,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-08-18,156.843259460827,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-08-18,396.86141661128914,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-08-18,344.51450638186816,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-08-18,148.70246368572774,"200,000-500,000",Northeast,NJ,Union,34039
2021-08-18,544.3640622847496,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-08-18,223.4243077747437,"100,000-200,000",Northeast,PA,Erie,42049
2021-08-18,,"50,000-100,000",Northeast,PA,Franklin,42055
2021-08-18,167.57771645238088,"20,000-50,000",Northeast,PA,Indiana,42063
2021-08-25,252.9912865101195,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-08-25,291.5092640031883,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-08-25,180.9899186649052,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-08-25,192.76367088333424,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-08-25,329.0878160155169,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-08-25,402.4208805314727,"20,000-50,000",Northeast,NY,Nassau,36059
2021-08-25,561.8033786067408,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-08-25,301.8960230914391,"100,000-200,000",Northeast,PA,Erie,42049
2021-08-25,421.62197323252366,"50,000-100,000",Northeast,PA,Franklin,42055
2021-08-25,205.73311734028675,"20,000-50,000",Northeast,PA,Indiana,42063
2021-09-01,233.61338500080916,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-09-01,47.08000689775216,"20,000-50,000",Northeast,MA,Essex,25009
2021-09-01,152.26798637804723,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-09-01,147.47500100064684,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-09-01,307.81150068003734,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-09-01,515.4912861206884,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-09-01,418.8370349114732,"100,000-200,000",Northeast,PA,Erie,42049
2021-09-01,765.3106443516368,"50,000-100,000",Northeast,PA,Franklin,42055
2021-09-01,440.3771091065285,"20,000-50,000",Northeast,PA,Indiana,42063
2021-09-08,316.01188863634474,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-09-08,60.32896054697735,"20,000-50,000",Northeast,MA,Essex,25009
2021-09-08,116.039593316379,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-09-08,90.91539941462634,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-09-08,311.95023565238665,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-09-08,139.74993325748173,"200,000-500,000",Northeast,NJ,Union,34039
2021-09-08,488.38474356761816,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-09-08,388.76464953282783,"100,000-200,000",Northeast,PA,Erie,42049
2021-09-08,589.509651323765,"20,000-50,000",Northeast,PA,Indiana,42063
2021-09-15,399.822212802245,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-09-15,334.7365178176784,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-09-15,107.1086437751387,"20,000-50,000",Northeast,MA,Essex,25009
2021-09-15,85.26669039134184,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-09-15,99.2939923212512,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-09-15,280.04365945442646,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-09-15,528.6727941813334,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-09-15,545.1896665951381,"100,000-200,000",Northeast,PA,Erie,42049
2021-09-15,855.9519996173782,"50,000-100,000",Northeast,PA,Franklin,42055
2021-09-15,950.2091265032074,"20,000-50,000",Northeast,PA,Indiana,42063
2021-09-22,419.8821349315953,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-09-22,370.275683974718,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-09-22,121.319830172357,"20,000-50,000",Northeast,MA,Essex,25009
2021-09-22,322.3935821733717,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-09-22,140.7609959312904,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-09-22,54.80550878877915,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-09-22,318.8951149425466,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-09-22,148.02998716243522,"200,000-500,000",Northeast,NJ,Union,34039
2021-09-22,418.88247048023953,"20,000-50,000",Northeast,NY,Nassau,36059
2021-09-22,751.6392014938261,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-09-22,1045.2874552370258,"20,000-50,000",Northeast,PA,Indiana,42063
2021-09-29,338.223156094908,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-09-29,296.03331004159816,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-09-29,114.75432360198609,"20,000-50,000",Northeast,MA,Essex,25009
2021-09-29,347.12613770452464,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-09-29,358.8384785908929,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-09-29,149.6897207684021,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-09-29,316.73199250334227,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-09-29,864.6467899546719,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-09-29,983.9892192481972,"100,000-200,000",Northeast,PA,Erie,42049
2021-09-29,1082.2215797749186,"20,000-50,000",Northeast,PA,Indiana,42063
2021-10-06,186.12440023203908,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-10-06,249.81514322894117,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-10-06,73.06430309154652,"20,000-50,000",Northeast,MA,Essex,25009
2021-10-06,374.6232189068896,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-10-06,328.3645969461233,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-10-06,146.5697939146538,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-10-06,328.15236065771086,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-10-06,134.07554156924104,"200,000-500,000",Northeast,NJ,Union,34039
2021-10-06,402.76635068999,"20,000-50,000",Northeast,NY,Nassau,36059
2021-10-06,1152.7716488609628,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-10-06,1168.1863188964403,"100,000-200,000",Northeast,PA,Erie,42049
2021-10-06,877.0108202684746,"20,000-50,000",Northeast,PA,Indiana,42063
2021-10-13,140.87915577380707,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-10-13,241.8583825404351,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-10-13,70.4524833755173,"20,000-50,000",Northeast,MA,Essex,25009
2021-10-13,399.9684326889779,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-10-13,277.74852615965904,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-10-13,163.5752540299104,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-10-13,322.53475837561786,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
